gene_id,log2FoldChange,log2CPM,PValue,FDR,up_down
CTCFL,4.631030581,1.565005061,2.23E-07,9.87E-07,Up
DIRAS1,-1.489711577,1.510072277,2.30E-07,1.02E-06,Down
OBP2A,3.804428,-2.807751436,2.34E-07,1.04E-06,Up
CD300LG,-1.721055,-1.110611707,2.34E-07,1.04E-06,Down
IPO4,1.05281259,-1.482414833,2.38E-07,1.05E-06,Up
C1orf186,-1.428559463,0.371327807,2.42E-07,1.07E-06,Down
GAP43,-1.524068769,0.515381334,2.44E-07,1.08E-06,Down
RNF43,1.54368588,4.286130228,2.45E-07,1.08E-06,Up
CD300LF,1.276164495,1.96883516,2.52E-07,1.11E-06,Up
ISL1,-1.211819489,2.474145805,2.53E-07,1.11E-06,Down
TRIM72,2.79137109,1.280048413,2.54E-07,1.12E-06,Up
FAM24B,1.234367303,0.674790734,2.55E-07,1.12E-06,Up
LHX9,3.475943824,-1.633725478,2.60E-07,1.14E-06,Up
SYNPO2,-1.817167025,8.904543103,2.62E-07,1.15E-06,Down
C16orf54,-1.176799985,2.435163366,2.63E-07,1.15E-06,Down
KCNG3,2.190165401,-0.750243303,2.67E-07,1.17E-06,Up
NR6A1,1.083682353,2.881029881,2.70E-07,1.18E-06,Up
CDO1,-1.431416157,1.027772126,2.74E-07,1.20E-06,Down
PPM1N,1.284248186,2.384314245,2.80E-07,1.22E-06,Up
HK3,1.305639356,1.920499148,2.81E-07,1.23E-06,Up
EMR2,1.197950848,3.399707439,2.84E-07,1.24E-06,Up
RNASE2,2.347055369,1.273071915,2.86E-07,1.25E-06,Up
COCH,1.90012152,2.323954663,2.87E-07,1.25E-06,Up
KLRF1,-1.099549645,-1.290562973,2.88E-07,1.26E-06,Down
CAPN12,1.536616123,2.448256337,2.94E-07,1.28E-06,Up
PAX8,1.249454857,3.079062604,2.96E-07,1.29E-06,Up
ERVW-1,2.415282973,0.228394771,2.96E-07,1.29E-06,Up
HIST1H2BN,1.060608807,1.330724349,2.97E-07,1.29E-06,Up
CPB2,2.532643039,-1.426479731,2.98E-07,1.30E-06,Up
FAM13C,-1.055036529,2.137640014,2.99E-07,1.30E-06,Down
PLCXD3,-1.74350856,1.858442903,3.00E-07,1.30E-06,Down
ULBP3,1.275350183,2.674082896,3.04E-07,1.32E-06,Up
SLC6A3,3.551623014,0.169122253,3.17E-07,1.37E-06,Up
GRIN2A,-1.579283951,2.568504222,3.21E-07,1.39E-06,Down
GCNT7,1.069166779,-1.008341066,3.26E-07,1.41E-06,Up
MPO,4.074266693,1.883111156,3.28E-07,1.42E-06,Up
GRP,-2.039706313,0.269200708,3.29E-07,1.42E-06,Down
HAMP,1.777148181,0.110612771,3.29E-07,1.42E-06,Up
GJB7,2.821906335,-0.468602767,3.30E-07,1.43E-06,Up
RANBP17,1.483502251,2.223693601,3.31E-07,1.43E-06,Up
CDH8,-1.34815922,-1.006017832,3.33E-07,1.44E-06,Down
BMP3,-2.037367154,2.929435879,3.33E-07,1.44E-06,Down
ANXA8L1,-2.486910273,1.46143234,3.34E-07,1.44E-06,Down
AZU1,3.717988384,-0.133158342,3.38E-07,1.46E-06,Up
CFHR4,3.997262285,-2.666682654,3.48E-07,1.50E-06,Up
PCP4,-2.092410122,1.632338811,3.57E-07,1.54E-06,Down
GLRB,-1.188488224,1.33389244,3.59E-07,1.54E-06,Down
KL,-1.135004779,1.726865704,3.66E-07,1.57E-06,Down
KRT6B,-2.351665009,6.024571343,3.67E-07,1.57E-06,Down
NAT2,-1.877585621,1.556168656,3.68E-07,1.58E-06,Down
IGSF10,-1.42920496,1.964093946,3.69E-07,1.58E-06,Down
IL17C,2.748309894,0.577542685,3.73E-07,1.60E-06,Up
ZHX1-C8orf76,1.332540512,-2.463089226,3.76E-07,1.61E-06,Up
PKD1L1,1.116016812,0.88883228,3.83E-07,1.64E-06,Up
WDR17,-1.446397246,0.907051582,3.87E-07,1.65E-06,Down
RARRES1,1.760986282,5.198277756,3.87E-07,1.66E-06,Up
CAPN13,-1.499655221,3.180858831,3.90E-07,1.67E-06,Down
SPON2,1.026274042,6.306013494,3.91E-07,1.67E-06,Up
TNFSF15,1.116634427,4.557026029,3.92E-07,1.67E-06,Up
PTTG1,1.021721995,5.108675047,3.94E-07,1.68E-06,Up
TDRD10,-1.005837236,-0.717340706,3.98E-07,1.70E-06,Down
CLU,-1.251039207,8.640381283,4.04E-07,1.72E-06,Down
AGMO,-1.632013612,1.945582174,4.06E-07,1.73E-06,Down
ADAMTS8,-1.529619623,3.116927287,4.10E-07,1.75E-06,Down
IGLL1,-2.01747627,0.959909452,4.11E-07,1.75E-06,Down
MAB21L2,-1.851120567,-0.434956322,4.12E-07,1.75E-06,Down
RHOV,-1.535746014,3.445684023,4.30E-07,1.83E-06,Down
ITGA9,-1.076979173,4.880311727,4.31E-07,1.83E-06,Down
ZNF711,1.015458894,3.610909287,4.33E-07,1.84E-06,Up
PEG3,-1.539436532,1.454582659,4.41E-07,1.87E-06,Down
IFI6,1.519016091,8.30909089,4.44E-07,1.88E-06,Up
NRG3,-1.618081862,-0.598764027,4.48E-07,1.90E-06,Down
SYT15,-1.119571084,-0.801547121,4.52E-07,1.91E-06,Down
MDM2,1.009098565,6.568127881,4.52E-07,1.91E-06,Up
SRMS,1.677297289,2.386335483,4.53E-07,1.91E-06,Up
CTAG2,8.677320191,1.851100475,4.56E-07,1.93E-06,Up
FAM110B,-1.093171049,2.507518928,4.57E-07,1.93E-06,Down
GRIA3,-1.153056862,-0.475216733,4.61E-07,1.95E-06,Down
ETNK2,-1.328767606,2.305607665,4.64E-07,1.96E-06,Down
HTR4,-1.840123657,-0.997550769,4.71E-07,1.99E-06,Down
SLC6A14,2.289259415,5.726515239,4.84E-07,2.04E-06,Up
F5,2.113971477,5.946492649,4.85E-07,2.04E-06,Up
ZCCHC24,-1.074186365,5.505625858,4.95E-07,2.08E-06,Down
TAS2R5,1.114010775,-1.184317097,4.95E-07,2.09E-06,Up
ZNF385D,-1.208379536,2.005819243,4.98E-07,2.10E-06,Down
TRPM8,2.484403314,-1.016195287,5.07E-07,2.13E-06,Up
FOXP3,1.140125968,2.785055204,5.13E-07,2.16E-06,Up
PALM,-1.104537103,4.435960508,5.15E-07,2.16E-06,Down
CHRNA6,1.593693515,-1.912863988,5.16E-07,2.16E-06,Up
EPSTI1,1.127527372,5.692473951,5.16E-07,2.17E-06,Up
ADAMTS15,-1.206554843,2.895686108,5.20E-07,2.18E-06,Down
NKAIN3,-1.440665712,0.891201866,5.26E-07,2.21E-06,Down
LPPR4,1.44956186,2.48272139,5.27E-07,2.21E-06,Up
SLC9C1,1.314344378,-0.433413161,5.40E-07,2.26E-06,Up
KRT7,2.462940962,7.104353351,5.55E-07,2.32E-06,Up
NXF3,2.904953467,1.989323144,5.58E-07,2.33E-06,Up
WARS,1.435461171,8.273358535,5.61E-07,2.34E-06,Up
MMEL1,-1.178176414,0.8242061,5.68E-07,2.37E-06,Down
WT1,2.726903648,0.263726591,5.71E-07,2.38E-06,Up
CCDC168,1.731520142,-1.837797433,5.72E-07,2.39E-06,Up
CNGB3,1.939193671,-1.007166199,5.73E-07,2.39E-06,Up
SOHLH1,5.460391534,-0.640895447,5.83E-07,2.43E-06,Up
TCAP,2.097760995,-0.583953417,5.91E-07,2.46E-06,Up
TMEM78,2.023339669,-3.325683697,5.91E-07,2.46E-06,Up
KIF5A,-1.319693607,1.322855982,5.92E-07,2.46E-06,Down
S100A12,-1.720508233,1.434015393,5.93E-07,2.47E-06,Down
SNCA,-1.119967706,1.195387276,5.93E-07,2.47E-06,Down
INHA,3.597017114,1.166750542,5.99E-07,2.49E-06,Up
CA6,4.721452546,0.393516661,6.00E-07,2.49E-06,Up
AMER2,-1.706693382,-2.439126549,6.01E-07,2.50E-06,Down
C7,-1.752675214,6.27517515,6.04E-07,2.51E-06,Down
CSRP3,2.324056169,-3.540987878,6.08E-07,2.52E-06,Up
NPR3,-1.42510244,2.600977031,6.12E-07,2.54E-06,Down
IRX3,-1.577061772,2.549463538,6.16E-07,2.55E-06,Down
FAIM2,-1.239847481,2.614488097,6.22E-07,2.57E-06,Down
IGSF6,1.059273708,3.956402126,6.23E-07,2.58E-06,Up
RIBC2,1.432302445,1.191336132,6.26E-07,2.59E-06,Up
OR1J4,2.690281842,-3.536262373,6.29E-07,2.60E-06,Up
ZNF114,2.079036158,0.294385436,6.32E-07,2.61E-06,Up
TPSB2,-1.281250485,4.234664484,6.32E-07,2.61E-06,Down
DIRC1,2.95955335,-2.85884243,6.39E-07,2.64E-06,Up
AJUBA,1.010741572,4.818606833,6.40E-07,2.64E-06,Up
MAGEA11,5.77536464,0.53506339,6.41E-07,2.65E-06,Up
CALML3,-3.022209294,-0.98162222,6.43E-07,2.65E-06,Down
FAM83A,-1.875826486,4.431827105,6.46E-07,2.66E-06,Down
WISP3,2.728700416,1.575958164,6.50E-07,2.68E-06,Up
PLA1A,1.471113987,3.149454928,6.52E-07,2.69E-06,Up
ALG1L2,1.085334805,-0.665859791,6.65E-07,2.74E-06,Up
KRT23,3.419133671,4.831551092,6.73E-07,2.77E-06,Up
NUPR1,-1.093676557,3.015810468,6.79E-07,2.79E-06,Down
HEYL,1.185704835,5.162939478,6.80E-07,2.79E-06,Up
LRRC19,-1.583721401,2.468662411,6.87E-07,2.82E-06,Down
TMIGD2,-1.169781953,-0.241061014,6.88E-07,2.82E-06,Down
E2F8,1.027106332,4.273050547,6.91E-07,2.84E-06,Up
SPRR1B,-2.749150341,6.473380225,7.09E-07,2.91E-06,Down
GLI3,-1.035711495,3.834086357,7.11E-07,2.91E-06,Down
GPA33,-1.715635868,5.773860099,7.12E-07,2.92E-06,Down
SPRR2A,-3.172040409,5.912294722,7.13E-07,2.92E-06,Down
TRIM46,1.123605141,1.481283736,7.17E-07,2.93E-06,Up
TMEM145,1.837484341,0.98174967,7.32E-07,2.99E-06,Up
VWA5B1,3.216868138,0.447826898,7.32E-07,2.99E-06,Up
S100A2,-2.091901595,5.701932245,7.37E-07,3.01E-06,Down
GSTM3,-1.002625857,5.319689209,7.42E-07,3.03E-06,Down
BEST3,3.198380684,-0.382422878,7.56E-07,3.08E-06,Up
AIFM3,1.402708999,0.813170812,7.64E-07,3.11E-06,Up
SH2D4B,1.746282129,-2.28872203,7.68E-07,3.13E-06,Up
SLAMF7,-1.157524638,5.085881708,7.95E-07,3.23E-06,Down
FOLR2,-1.122389513,3.559409337,8.04E-07,3.27E-06,Down
BPIFA2,4.111299301,0.215360744,8.08E-07,3.29E-06,Up
GNAL,-1.017670109,3.01349133,8.18E-07,3.33E-06,Down
STOX2,-1.053666239,2.955373836,8.20E-07,3.33E-06,Down
AFP,6.73143733,5.036832556,8.21E-07,3.33E-06,Up
LA16c-431H6.6,1.172526637,-0.520805942,8.23E-07,3.34E-06,Up
BCAT1,1.616389757,5.045448849,8.26E-07,3.35E-06,Up
PROZ,1.74584268,-1.387509751,8.26E-07,3.35E-06,Up
SPDYE3,1.363730534,-0.968609031,8.32E-07,3.37E-06,Up
TLCD1,1.085396857,3.602097011,8.55E-07,3.47E-06,Up
PAGE1,5.238488277,-0.100826584,8.58E-07,3.47E-06,Up
FMN2,-1.536803464,0.743784044,8.64E-07,3.50E-06,Down
LRRC9,1.980335555,-2.143504893,8.68E-07,3.51E-06,Up
CNTNAP2,2.050771704,4.341766287,8.70E-07,3.52E-06,Up
PCDH10,-1.824098669,1.464315219,8.75E-07,3.54E-06,Down
PRKG2,-1.204254733,1.050135954,8.82E-07,3.57E-06,Down
TM4SF5,-1.332234454,4.664296889,8.86E-07,3.58E-06,Down
C2orf82,1.734237929,3.338068575,8.88E-07,3.59E-06,Up
FAM221A,1.020658199,3.970238188,8.94E-07,3.61E-06,Up
C10orf111,1.315814535,-2.194839755,9.12E-07,3.68E-06,Up
EPHX4,1.542219479,1.41181886,9.17E-07,3.69E-06,Up
PDE7B,-1.166117364,2.690650017,9.22E-07,3.71E-06,Down
HS3ST6,-2.295973084,0.535694785,9.33E-07,3.75E-06,Down
BOC,-1.281921048,4.743539051,9.36E-07,3.76E-06,Down
JSRP1,-1.394455239,2.491501182,9.57E-07,3.84E-06,Down
TNFAIP2,1.185015564,7.13083062,9.58E-07,3.84E-06,Up
TNFRSF8,-1.008912529,1.090526212,9.64E-07,3.86E-06,Down
PSAT1,1.256725234,5.503769224,9.65E-07,3.87E-06,Up
UCN2,2.085415907,-0.8589632,9.78E-07,3.91E-06,Up
CYP17A1,4.833751945,1.670209407,1.00E-06,4.00E-06,Up
SST,-2.402136298,4.445803492,1.00E-06,4.01E-06,Down
MYBPH,3.716151409,-0.871930086,1.00E-06,4.01E-06,Up
DTNA,-1.302648055,3.361634858,1.02E-06,4.07E-06,Down
TTLL7,-1.250455725,3.769727282,1.04E-06,4.14E-06,Down
OSM,1.77967166,2.135095643,1.04E-06,4.14E-06,Up
SMAD9,-1.219084683,4.136465243,1.07E-06,4.26E-06,Down
GPR12,-1.851490916,-2.975905996,1.07E-06,4.26E-06,Down
H2BFWT,5.510577316,-3.099651369,1.08E-06,4.30E-06,Up
DSCR8,6.084111175,-0.332960504,1.08E-06,4.30E-06,Up
FOXD4,1.439912938,-0.730657998,1.09E-06,4.32E-06,Up
CXCL14,-1.285435346,6.88526769,1.10E-06,4.35E-06,Down
BMPR1B,-1.402221075,2.304069465,1.13E-06,4.47E-06,Down
RIMS3,-1.063884292,2.626568444,1.14E-06,4.50E-06,Down
CTF1,-1.16578929,3.037806965,1.14E-06,4.52E-06,Down
KCNE4,-1.041027552,3.489550792,1.16E-06,4.59E-06,Down
DNAH12,1.65777928,0.309742592,1.16E-06,4.59E-06,Up
SLITRK5,-1.560536782,1.429295771,1.18E-06,4.66E-06,Down
C5orf46,2.744255226,-0.653968831,1.19E-06,4.69E-06,Up
MYH4,3.445649847,-1.507684785,1.19E-06,4.69E-06,Up
ZNF835,-1.171218244,0.182352547,1.23E-06,4.83E-06,Down
SLC28A2,-1.991334129,4.566567431,1.23E-06,4.84E-06,Down
ASXL3,-1.193551845,0.649923379,1.24E-06,4.86E-06,Down
FAM84B,1.116126308,6.382548869,1.24E-06,4.87E-06,Up
DCDC2,2.36688697,2.649121034,1.29E-06,5.04E-06,Up
HIST1H2BO,1.627456655,-0.826340438,1.29E-06,5.05E-06,Up
ACOT12,-1.580460864,-3.349217775,1.29E-06,5.05E-06,Down
CCL2,-1.009385098,5.339824947,1.30E-06,5.10E-06,Down
C9orf173,1.605976443,-1.960727046,1.35E-06,5.28E-06,Up
RASL11B,-1.374556988,-1.562646013,1.36E-06,5.31E-06,Down
MS4A14,1.08783956,0.99709609,1.37E-06,5.34E-06,Up
UGT2B15,-1.751482026,3.090867099,1.38E-06,5.38E-06,Down
OAS2,1.12275341,6.971603696,1.40E-06,5.45E-06,Up
ASPHD1,1.53895736,4.149611523,1.40E-06,5.46E-06,Up
SMPD3,-1.133528493,5.882987418,1.40E-06,5.46E-06,Down
ANGPTL4,-1.122180131,3.786074889,1.41E-06,5.49E-06,Down
SULT2A1,-2.337962964,2.338702189,1.41E-06,5.50E-06,Down
C1QTNF8,2.79383079,-2.776386013,1.42E-06,5.51E-06,Up
RPS6KA6,-1.441100495,1.400033533,1.43E-06,5.56E-06,Down
DMP1,2.66702465,-1.665574964,1.44E-06,5.58E-06,Up
RIPPLY1,1.991057796,-3.200854743,1.44E-06,5.60E-06,Up
WDR93,1.378237969,-0.515853178,1.45E-06,5.64E-06,Up
CCL18,2.01789209,5.306472027,1.47E-06,5.70E-06,Up
CD48,-1.096476266,3.273053289,1.47E-06,5.71E-06,Down
CXCL17,-1.862724554,6.821513659,1.47E-06,5.71E-06,Down
MAMDC4,1.295673047,3.629302296,1.48E-06,5.73E-06,Up
CACNA1F,1.279602011,0.245094243,1.48E-06,5.76E-06,Up
NDST3,-1.187593326,-1.865495408,1.53E-06,5.91E-06,Down
ARPP21,-1.955064259,-2.57288706,1.54E-06,5.95E-06,Down
PROX1,2.17727197,4.675218033,1.54E-06,5.96E-06,Up
POU5F1,1.386023711,2.048768038,1.54E-06,5.98E-06,Up
HIST3H2BB,1.511963465,0.092514613,1.57E-06,6.06E-06,Up
CLEC10A,-1.184483597,2.295065072,1.60E-06,6.18E-06,Down
HTR1F,1.333113806,-1.981907344,1.60E-06,6.18E-06,Up
ENPEP,-1.061194858,3.673976181,1.60E-06,6.18E-06,Down
PLGLB2,1.359118918,-2.647034736,1.61E-06,6.20E-06,Up
HAS1,-1.504209388,0.571507354,1.61E-06,6.21E-06,Down
IL2RA,1.203601462,2.939800084,1.61E-06,6.21E-06,Up
TMEM262,1.04653387,-2.715199407,1.62E-06,6.23E-06,Up
AHSG,5.024186554,1.475064534,1.62E-06,6.24E-06,Up
CHD5,-1.334474494,0.905123114,1.65E-06,6.35E-06,Down
KCNH8,1.829005295,1.893027055,1.66E-06,6.39E-06,Up
HP,3.273323732,1.871762257,1.67E-06,6.42E-06,Up
GBX2,3.125038355,-1.532252128,1.68E-06,6.47E-06,Up
NMUR1,-1.026974007,1.175805446,1.69E-06,6.48E-06,Down
FFAR1,-1.819938371,-3.410344118,1.70E-06,6.54E-06,Down
TAS1R1,-1.25814056,-1.921882532,1.70E-06,6.55E-06,Down
GLIS3,1.225842711,4.225323896,1.72E-06,6.62E-06,Up
C1QTNF9,-1.276132188,-2.361250671,1.73E-06,6.64E-06,Down
EFHC2,-1.082016392,1.07599625,1.74E-06,6.68E-06,Down
RTKN2,1.075661595,3.731999715,1.76E-06,6.76E-06,Up
LRP2,3.105658348,1.223511988,1.79E-06,6.83E-06,Up
SLC4A11,1.495162227,4.490479344,1.81E-06,6.91E-06,Up
TSPAN18,-1.004248947,5.514725856,1.83E-06,7.01E-06,Down
FKSG48,1.24473268,-2.705423276,1.84E-06,7.04E-06,Up
BAG2,-1.064246362,4.982947919,1.85E-06,7.05E-06,Down
CT55,4.269362192,-1.811571876,1.85E-06,7.06E-06,Up
SUN3,2.631281485,-1.478987758,1.85E-06,7.07E-06,Up
FNDC7,2.418074921,-3.396316165,1.85E-06,7.07E-06,Up
CCDC166,2.898977589,-3.123092738,1.88E-06,7.15E-06,Up
CLIC6,-1.414539383,5.043385091,1.91E-06,7.28E-06,Down
FGF20,3.868620612,0.333527621,1.91E-06,7.28E-06,Up
TAC1,-2.193177861,0.617589204,1.92E-06,7.30E-06,Down
APOBEC3B,1.345195103,2.741786401,1.93E-06,7.34E-06,Up
KLK4,3.676677012,-0.030964934,1.96E-06,7.46E-06,Up
KCNK3,-1.559158391,3.479895842,1.99E-06,7.54E-06,Down
MPZ,-1.429785506,2.13116633,2.00E-06,7.60E-06,Down
ATP6V0D2,1.67389288,0.45583621,2.06E-06,7.81E-06,Up
FMO5,-1.058738148,4.638191359,2.06E-06,7.82E-06,Down
RTN4R,1.050742621,3.470030387,2.07E-06,7.85E-06,Up
MYEF2,-1.291220222,3.112316322,2.07E-06,7.85E-06,Down
CCNI2,1.171236483,2.779252231,2.12E-06,8.03E-06,Up
TMEM151B,-1.467209382,-1.435010932,2.13E-06,8.04E-06,Down
LMO1,-2.045586813,-0.044560253,2.17E-06,8.20E-06,Down
GDF10,-1.608482402,0.259065016,2.19E-06,8.27E-06,Down
FSCN1,1.178852163,6.749568745,2.20E-06,8.29E-06,Up
PGBD5,1.769771675,2.715047827,2.25E-06,8.49E-06,Up
IGSF9B,-1.213828011,4.402487452,2.26E-06,8.50E-06,Down
MBOAT4,-1.179430357,-1.200613466,2.26E-06,8.50E-06,Down
GNRHR,-1.034451618,-1.688594898,2.30E-06,8.63E-06,Down
TLX1,2.285803136,2.034815944,2.32E-06,8.71E-06,Up
SLC7A14,-1.812095575,-0.3000339,2.33E-06,8.75E-06,Down
PRELP,-1.384794923,6.345896929,2.34E-06,8.77E-06,Down
FGF10,-1.410472506,2.74097061,2.37E-06,8.87E-06,Down
PPEF1,1.216526734,-0.742495572,2.37E-06,8.88E-06,Up
KRT31,-2.773228149,-1.904312426,2.38E-06,8.93E-06,Down
CNTFR,-1.702388155,2.614532667,2.39E-06,8.94E-06,Down
TRIM55,-1.495809184,-1.725564713,2.44E-06,9.11E-06,Down
PON1,2.768014244,-0.004984916,2.44E-06,9.12E-06,Up
NXPE4,-1.860825088,-1.712148948,2.47E-06,9.23E-06,Down
GBP4,1.475094005,6.893732019,2.51E-06,9.37E-06,Up
TUSC5,-2.11101675,0.221776149,2.52E-06,9.40E-06,Down
KCNIP3,-1.116929681,2.245086674,2.52E-06,9.42E-06,Down
HIST1H2BH,1.534076431,1.386675103,2.57E-06,9.57E-06,Up
C2orf91,2.131370849,-1.664698096,2.62E-06,9.74E-06,Up
HOXD10,3.333642404,0.539486088,2.62E-06,9.75E-06,Up
NEURL3,1.905725961,2.126807094,2.63E-06,9.78E-06,Up
ARSE,1.490806797,4.619496263,2.68E-06,9.96E-06,Up
NUDT11,-1.12540957,0.221602803,2.69E-06,1.00E-05,Down
KCTD19,1.738813368,-0.674287862,2.69E-06,1.00E-05,Up
PRKACG,1.82176239,-3.604810637,2.71E-06,1.01E-05,Up
PKDCC,1.155550194,6.302066628,2.87E-06,1.06E-05,Up
ACSM5,-1.098283152,-0.786745124,2.90E-06,1.08E-05,Down
SLCO4A1,1.201363141,5.415769648,2.94E-06,1.09E-05,Up
TSPAN7,-1.073796543,3.43704457,2.95E-06,1.09E-05,Down
ADAMTSL2,1.144686626,3.711665311,2.96E-06,1.09E-05,Up
KIAA1875,1.315578494,0.867953365,3.01E-06,1.11E-05,Up
SLITRK4,-1.244555004,0.115013458,3.05E-06,1.13E-05,Down
CD200R1L,2.506273919,-2.945927897,3.05E-06,1.13E-05,Up
ABCA13,1.901094523,2.088776763,3.06E-06,1.13E-05,Up
LIN28B,5.557740445,0.535839912,3.07E-06,1.13E-05,Up
LGALS7,-2.463968182,0.987721274,3.07E-06,1.13E-05,Down
C1QTNF3,-1.189176969,2.954589357,3.09E-06,1.14E-05,Down
KCND3,-1.031555979,4.662955171,3.13E-06,1.15E-05,Down
UBE2Q2L,-1.319870177,-3.500555804,3.16E-06,1.16E-05,Down
MUC12,2.760199831,4.827215632,3.17E-06,1.16E-05,Up
FOXL1,1.159659279,2.785514952,3.18E-06,1.17E-05,Up
PLEKHS1,1.673291714,5.625871012,3.20E-06,1.18E-05,Up
HAPLN2,-1.289029083,-1.802407005,3.26E-06,1.20E-05,Down
COLEC12,-1.06324732,3.769184122,3.27E-06,1.20E-05,Down
CPT1B,1.051609967,-0.861023908,3.29E-06,1.21E-05,Up
INA,-1.600914154,0.821355914,3.32E-06,1.22E-05,Down
COL9A1,1.760794142,2.520218157,3.32E-06,1.22E-05,Up
KAAG1,2.503794854,-3.300067573,3.36E-06,1.23E-05,Up
MAGEC2,7.761271753,1.923155356,3.37E-06,1.23E-05,Up
ASCL5,1.717582759,-0.869445397,3.39E-06,1.24E-05,Up
RP11-108K14.8,1.147116911,-0.048656468,3.43E-06,1.25E-05,Up
MSH4,1.693549541,-1.288652214,3.44E-06,1.26E-05,Up
CCL3,1.476058489,0.238108273,3.44E-06,1.26E-05,Up
FUT9,-1.87038782,3.495780897,3.46E-06,1.26E-05,Down
SLIT3,-1.093232998,5.469167798,3.47E-06,1.27E-05,Down
LRRC17,-1.005139763,1.714126129,3.52E-06,1.28E-05,Down
SERPINA10,3.361513249,0.926489361,3.54E-06,1.29E-05,Up
CCL3L3,1.693368722,1.719883853,3.59E-06,1.31E-05,Up
COX7B2,5.887478211,-0.657257329,3.61E-06,1.31E-05,Up
SCRT1,3.108457909,-0.987282875,3.61E-06,1.31E-05,Up
OSR1,-1.095307853,2.098541699,3.62E-06,1.32E-05,Down
RUFY4,1.529664705,-0.270706598,3.67E-06,1.33E-05,Up
GUCA2A,-2.051321058,1.043140199,3.70E-06,1.34E-05,Down
SMIM22,-1.022890502,4.638046954,3.71E-06,1.35E-05,Down
FGF14,-1.24563222,0.910560042,3.74E-06,1.36E-05,Down
TRABD2A,1.566661402,4.74694189,3.76E-06,1.36E-05,Up
OTP,2.328830193,-2.998987361,3.76E-06,1.37E-05,Up
CTB-50L17.14,-1.156848811,-2.881972011,3.79E-06,1.37E-05,Down
MS4A2,-1.115507725,1.812041664,3.79E-06,1.37E-05,Down
SLC22A16,1.924579625,-2.050096312,3.80E-06,1.38E-05,Up
CYTL1,-1.052023203,0.455137472,3.81E-06,1.38E-05,Down
NAP1L3,-1.076994825,1.008764037,3.81E-06,1.38E-05,Down
DNAH6,1.238542079,1.680665341,3.84E-06,1.39E-05,Up
ATP13A5,-1.660900587,-1.952838879,3.84E-06,1.39E-05,Down
IGFN1,2.626965617,0.539991289,3.84E-06,1.39E-05,Up
RFX4,2.588263906,-1.810869977,3.91E-06,1.41E-05,Up
SYCE3,1.522538366,-1.724203527,3.96E-06,1.43E-05,Up
IZUMO2,2.356100927,-1.852681967,3.97E-06,1.43E-05,Up
TNFSF9,1.80936317,3.178187582,4.02E-06,1.45E-05,Up
TYMP,1.037793641,6.476061163,4.02E-06,1.45E-05,Up
FAM26E,1.037554706,3.078272485,4.05E-06,1.46E-05,Up
MANSC4,1.604637673,-2.554186072,4.07E-06,1.47E-05,Up
IGF2,3.149303758,5.369863168,4.08E-06,1.47E-05,Up
OTOG,2.280677674,-1.499876988,4.10E-06,1.48E-05,Up
TMSB15A,1.231828804,-1.810671188,4.17E-06,1.50E-05,Up
EML5,-1.060385504,-0.149271376,4.20E-06,1.51E-05,Down
SIGLEC6,-1.13424231,1.164295897,4.23E-06,1.52E-05,Down
FSIP2,-1.292715295,2.230397173,4.24E-06,1.52E-05,Down
POU3F1,-1.340393025,0.08860047,4.24E-06,1.52E-05,Down
IFNG,1.967514653,-0.148571075,4.28E-06,1.53E-05,Up
EGFL6,1.370535834,2.332185094,4.29E-06,1.54E-05,Up
CD84,1.104583025,4.571083825,4.30E-06,1.54E-05,Up
LCN10,-1.489262948,-2.646072106,4.31E-06,1.54E-05,Down
HPX,1.80881463,0.041439819,4.36E-06,1.56E-05,Up
CFAP45,1.062066129,-0.278910845,4.46E-06,1.59E-05,Up
GRIN3B,1.816536114,0.028568175,4.46E-06,1.59E-05,Up
SFTPB,3.285829786,1.723512565,4.46E-06,1.60E-05,Up
CYP24A1,3.268259873,1.64077678,4.48E-06,1.60E-05,Up
C1orf195,1.061251589,-1.072263784,4.50E-06,1.61E-05,Up
DEFB126,4.638016623,-2.91085527,4.51E-06,1.61E-05,Up
VMO1,1.507748448,2.004276106,4.54E-06,1.62E-05,Up
TPBGL,1.189994982,0.889486331,4.62E-06,1.65E-05,Up
KCNK16,-2.424376246,-1.543220938,4.67E-06,1.66E-05,Down
DYNLRB2,-1.197946978,-2.591191612,4.71E-06,1.68E-05,Down
C10orf99,-2.599423092,2.430651349,4.71E-06,1.68E-05,Down
HEATR9,1.415671483,-1.889598698,4.72E-06,1.68E-05,Up
COL26A1,2.439443719,0.014122496,4.74E-06,1.69E-05,Up
SEPT5,-1.119532202,-2.174335062,4.79E-06,1.71E-05,Down
FAM218A,-1.228493378,-1.303563672,4.89E-06,1.74E-05,Down
GDPD4,1.629799495,-1.814443195,4.90E-06,1.74E-05,Up
CRP,5.565180058,0.895243507,4.97E-06,1.76E-05,Up
CHST5,-1.635655106,1.671975795,5.01E-06,1.78E-05,Down
LRRC2,-1.108312961,1.374430664,5.02E-06,1.78E-05,Down
MMP9,1.448654134,5.383647045,5.03E-06,1.79E-05,Up
UGT1A10,-1.651285901,3.31560554,5.06E-06,1.80E-05,Down
TRIM17,1.060136652,1.01213964,5.11E-06,1.81E-05,Up
EPHX3,-1.503573161,3.321335663,5.11E-06,1.81E-05,Down
SBK1,1.585682639,3.288471314,5.14E-06,1.82E-05,Up
RXFP3,2.201265504,-3.41117869,5.15E-06,1.82E-05,Up
